precio;dist_centro;long;metros;planta;tipo_vivienda;n_banos;n_habitaciones;barrio;ciudad;renta_media_barrio_persona;ascensor;garaje;trastero
285000;2.1463059160371074;254159.8992248062;124;283393.22222222225;252778.02649006623;2;4;239080.5483870968;334480.57597816194;19221.0;1;0;0
205000;0.9569628451850248;254159.8992248062;134;262086.6534090909;252778.02649006623;2;4;137694.44444444444;190057.55539568345;19662.0;1;0;1
430000;1.3476538031525058;254159.8992248062;122;289652.5281385281;252778.02649006623;2;4;421456.0;334480.57597816194;35944.0;1;1;0
294000;0.946884975342548;254159.8992248062;50;291211.22388059704;252778.02649006623;1;2;421456.0;334480.57597816194;35944.0;1;0;0
180000;4.484605526759685;254159.8992248062;72;262086.6534090909;252778.02649006623;1;3;166590.6976744186;334480.57597816194;15431.0;1;0;0
397000;1.3889389670506032;254159.8992248062;98;236459.85382830625;252778.02649006623;2;3;318473.3333333333;334480.57597816194;21511.0;1;1;1
139900;4.088761098850728;254159.8992248062;65;283393.22222222225;252778.02649006623;1;2;166590.6976744186;334480.57597816194;15431.0;0;1;1
149000;7.695568444364548;254159.8992248062;110;230998.28666666665;252778.02649006623;1;3;197418.125;190057.55539568345;25654.0;1;0;0
319800;0.7013216022532431;254159.8992248062;175;262086.6534090909;252778.02649006623;2;5;327772.18343195267;190057.55539568345;32596.0;1;0;0
219000;3.4731290586178334;219000.0;115;225398.6948051948;252778.02649006623;2;3;249431.80327868852;190057.55539568345;28580.0;1;0;0
260000;1.0195536393314666;254159.8992248062;75;230998.28666666665;252778.02649006623;1;2;421456.0;334480.57597816194;35944.0;1;0;0
230000;0.7013216022532431;254159.8992248062;117;230998.28666666665;252778.02649006623;2;3;227430.84246575343;190057.55539568345;24575.0;1;1;1
88000;2.4491089605644505;254159.8992248062;83;290345.9590643275;265952.5438596491;1;3;98782.1;190057.55539568345;18984.0;0;0;1
485000;2.036154794957031;254159.8992248062;125;236459.85382830625;252778.02649006623;2;4;380916.2162162162;334480.57597816194;23759.0;1;1;1
129000;1.6195507724532243;254159.8992248062;71;236459.85382830625;252778.02649006623;1;3;104201.38888888889;190057.55539568345;18025.0;0;0;0
64000;1.6003637288470909;254159.8992248062;86;262086.6534090909;252778.02649006623;1;3;90312.65868263473;190057.55539568345;18614.0;0;0;0
195000;1.606386954612884;195000.0;153;230998.28666666665;275298.29411764705;2;3;90312.65868263473;190057.55539568345;18614.0;1;1;0
345000;4.94676493141619;312000.0;129;290345.9590643275;371941.38;3;4;227430.84246575343;190057.55539568345;24575.0;0;1;1
86000;1.7702223089233784;254159.8992248062;91;236459.85382830625;252778.02649006623;1;3;90312.65868263473;190057.55539568345;18614.0;0;0;0
220000;0.7798805525736572;254159.8992248062;82;262086.6534090909;252778.02649006623;1;3;219496.55172413794;334480.57597816194;16822.0;1;0;0
75000;0.9109516983672912;254159.8992248062;75;236459.85382830625;252778.02649006623;1;3;114894.54545454546;190057.55539568345;17745.0;0;0;0
135000;2.6510724560599126;254159.8992248062;95;291211.22388059704;252778.02649006623;1;4;176404.87931034484;190057.55539568345;17745.0;1;1;0
129000;0.8260522189420613;254159.8992248062;57;262086.6534090909;252778.02649006623;1;2;219496.55172413794;334480.57597816194;16822.0;1;0;0
530000;0.8390268399247749;254159.8992248062;192;225398.6948051948;252778.02649006623;2;4;612584.0909090909;334480.57597816194;35944.0;1;0;0
240000;1.050294273693769;254159.8992248062;76;291211.22388059704;252778.02649006623;1;3;219496.55172413794;334480.57597816194;16822.0;1;0;0
89000;1.2743260777158336;254159.8992248062;68;236459.85382830625;252778.02649006623;1;3;137694.44444444444;190057.55539568345;19662.0;0;0;0
154831;3.0737485106451934;201660.45454545456;88;225398.6948051948;252778.02649006623;2;2;227430.84246575343;190057.55539568345;24575.0;0;1;1
440000;0.8655119569531946;254159.8992248062;99;262086.6534090909;252778.02649006623;2;4;612584.0909090909;334480.57597816194;35944.0;1;0;0
850000;1.1855351860380672;254159.8992248062;140;262086.6534090909;421922.0689655172;3;2;525095.0;334480.57597816194;29160.0;1;1;0
179000;0.8260522189420613;254159.8992248062;72;225398.6948051948;252778.02649006623;1;3;219496.55172413794;334480.57597816194;16822.0;1;0;0
149000;2.38943493421248;254159.8992248062;111;225398.6948051948;252778.02649006623;1;4;90312.65868263473;190057.55539568345;18614.0;1;1;1
273830;0.8248389172576017;254159.8992248062;103;225398.6948051948;252778.02649006623;2;3;182264.6875;334480.57597816194;14536.0;1;1;1
260000;0.5575982368380241;254159.8992248062;126;291211.22388059704;252778.02649006623;2;3;327772.18343195267;190057.55539568345;32596.0;1;1;0
420000;1.468185691904577;254159.8992248062;85;236459.85382830625;252778.02649006623;2;2;318473.3333333333;334480.57597816194;21511.0;1;1;1
1040000;1.6965147015541466;254159.8992248062;248;262086.6534090909;252778.02649006623;2;6;612584.0909090909;334480.57597816194;35944.0;1;0;1
385000;0.21425461777493326;254159.8992248062;125;225398.6948051948;252778.02649006623;2;2;288867.7966101695;334480.57597816194;19921.0;0;0;0
74000;1.7702223089233784;254159.8992248062;81;230998.28666666665;252778.02649006623;1;3;90312.65868263473;190057.55539568345;18614.0;0;0;0
195000;1.7702223089233784;254159.8992248062;95;236459.85382830625;252778.02649006623;2;3;104201.38888888889;190057.55539568345;18025.0;1;1;1
425000;1.3752699475829404;254159.8992248062;83;230998.28666666665;252778.02649006623;2;3;522040.97222222225;334480.57597816194;35702.0;1;0;0
145000;1.2976653555757571;254159.8992248062;63;230998.28666666665;252778.02649006623;1;2;184121.21212121213;334480.57597816194;14943.0;1;0;0
580000;1.0790509701540831;254159.8992248062;117;262086.6534090909;252778.02649006623;3;5;522040.97222222225;334480.57597816194;35702.0;1;0;0
259000;0.4234180727174661;257500.0;110;225398.6948051948;252778.02649006623;2;3;286030.76923076925;190057.55539568345;26676.0;1;0;0
158400;1.1140267698105395;254159.8992248062;110;230998.28666666665;252778.02649006623;1;3;137694.44444444444;190057.55539568345;19662.0;1;1;0
50000;1.749692651889314;254159.8992248062;72;262086.6534090909;252778.02649006623;1;2;111267.36956521739;190057.55539568345;19.537;1;0;0
280000;1.2058896846694862;280000.0;100;262086.6534090909;275298.29411764705;2;3;327772.18343195267;190057.55539568345;32596.0;1;1;1
520000;3.002687692374605;254159.8992248062;333;290345.9590643275;265952.5438596491;4;5;249431.80327868852;190057.55539568345;28580.0;0;1;1
220000;0.7610686250416456;220000.0;65;230998.28666666665;252778.02649006623;1;2;219496.55172413794;334480.57597816194;16822.0;1;1;0
89000;1.7049454416356489;254159.8992248062;90;225398.6948051948;252778.02649006623;1;3;111267.36956521739;190057.55539568345;19.537;1;0;0
790000;1.5886855941946274;254159.8992248062;202;230998.28666666665;252778.02649006623;4;5;522040.97222222225;334480.57597816194;35702.0;1;1;0
125000;1.084538510195573;254159.8992248062;84;262086.6534090909;252778.02649006623;1;3;168983.80555555556;190057.55539568345;24683.0;1;0;0
790000;0.6495037250336839;254159.8992248062;205;289652.5281385281;252778.02649006623;3;4;522040.97222222225;334480.57597816194;35702.0;1;1;1
515000;0.8390268399247749;254159.8992248062;200;262086.6534090909;252778.02649006623;3;5;612584.0909090909;334480.57597816194;35944.0;1;1;1
181000;1.948530691789747;181000.0;75;283393.22222222225;252778.02649006623;2;2;231266.66666666666;190057.55539568345;25538.0;1;1;1
595000;1.3767802015735628;254159.8992248062;122;236459.85382830625;252778.02649006623;2;4;522040.97222222225;334480.57597816194;35702.0;1;0;0
135000;0.7404978086228585;254159.8992248062;75;225398.6948051948;252778.02649006623;1;4;164493.75;334480.57597816194;16434.0;1;0;0
130000;8858.027780382601;254159.8992248062;65;230998.28666666665;252778.02649006623;1;3;166590.6976744186;334480.57597816194;15431.0;1;0;0
189000;2.7034647747132463;254159.8992248062;70;230998.28666666665;252778.02649006623;1;2;225700.0;334480.57597816194;14718.0;1;0;1
247920;1.0447316863442746;254159.8992248062;93;262086.6534090909;252778.02649006623;2;2;239104.6;334480.57597816194;18667.0;1;1;0
47000;320.72943850909274;254159.8992248062;47;289652.5281385281;252778.02649006623;1;2;199736.875;334480.57597816194;18605.0;0;0;0
395000;1.3767802015735628;254159.8992248062;160;230998.28666666665;252778.02649006623;2;5;522040.97222222225;334480.57597816194;35702.0;1;1;0
90000;1.1222866956954238;254159.8992248062;72;236459.85382830625;252778.02649006623;1;3;114894.54545454546;190057.55539568345;17745.0;0;0;0
320000;0.9212180657221362;254159.8992248062;130;236459.85382830625;252778.02649006623;2;5;282493.75;334480.57597816194;22492.0;0;0;0
124000;1.7702223089233784;254159.8992248062;80;230998.28666666665;421922.0689655172;1;2;90312.65868263473;190057.55539568345;18614.0;1;1;1
57900;2.2227202718609904;254159.8992248062;78;230998.28666666665;252778.02649006623;1;3;104201.38888888889;190057.55539568345;18025.0;0;0;0
335000;0.305122011107909;254159.8992248062;167;291211.22388059704;252778.02649006623;2;5;327772.18343195267;190057.55539568345;32596.0;1;0;0
750000;0.9082450371379164;254159.8992248062;187;262086.6534090909;252778.02649006623;4;5;421456.0;334480.57597816194;35944.0;1;1;1
179600;1.0620893326415592;254159.8992248062;91;289652.5281385281;252778.02649006623;2;3;191365.7;190057.55539568345;24683.0;1;1;1
233000;1.5585429869313867;254159.8992248062;95;291211.22388059704;252778.02649006623;1;3;197418.125;190057.55539568345;25654.0;1;1;0
329000;0.7013216022532431;344500.0;168;262086.6534090909;252778.02649006623;2;5;197418.125;190057.55539568345;25654.0;1;1;0
395000;11356.436164178891;254159.8992248062;180;230998.28666666665;252778.02649006623;1;4;288867.7966101695;334480.57597816194;19921.0;1;0;0
179000;1.6773915307888;254159.8992248062;60;236459.85382830625;252778.02649006623;1;2;184121.21212121213;334480.57597816194;14943.0;1;0;0
475000;1.3767802015735628;254159.8992248062;90;225398.6948051948;252778.02649006623;2;2;522040.97222222225;334480.57597816194;35702.0;1;0;0
280000;0.1755544446825263;358666.6666666667;67;230998.28666666665;252778.02649006623;1;2;327772.18343195267;190057.55539568345;32596.0;1;1;1
400000;0.7013216022532431;400000.0;140;289652.5281385281;252778.02649006623;2;3;327772.18343195267;190057.55539568345;32596.0;1;0;0
150000;605.6013638079703;150000.0;95;283393.22222222225;252778.02649006623;1;3;268243.75;334480.57597816194;18853.0;1;0;0
88000;2.955529713390181;254159.8992248062;162;290345.9590643275;265952.5438596491;1;3;104201.38888888889;190057.55539568345;18025.0;0;0;1
515000;0.4626137634879424;254159.8992248062;215;225398.6948051948;252778.02649006623;3;4;327772.18343195267;190057.55539568345;32596.0;1;1;1
389000;2.5700325576959417;254159.8992248062;100;283393.22222222225;252778.02649006623;2;3;380916.2162162162;334480.57597816194;23759.0;1;1;1
548000;0.7013216022532431;548000.0;226;291211.22388059704;252778.02649006623;3;4;197418.125;190057.55539568345;25654.0;1;0;1
122000;32.709137327389854;122000.0;74;225398.6948051948;252778.02649006623;1;3;114894.54545454546;190057.55539568345;17745.0;1;0;0
630000;0.8021446511017181;254159.8992248062;120;289652.5281385281;252778.02649006623;2;3;421456.0;334480.57597816194;35944.0;1;0;1
89999;2.8574604378227506;254159.8992248062;98;236459.85382830625;252778.02649006623;2;3;191365.7;190057.55539568345;24683.0;1;0;0
495000;11447.54918585906;254159.8992248062;101;289652.5281385281;252778.02649006623;1;2;612584.0909090909;334480.57597816194;35944.0;1;0;0
245000;1.8353070945993548;254159.8992248062;90;262086.6534090909;252778.02649006623;2;3;197142.3076923077;334480.57597816194;17409.0;1;1;0
96000;1.7702223089233784;254159.8992248062;81;262086.6534090909;252778.02649006623;1;2;90312.65868263473;190057.55539568345;18614.0;1;0;0
193000;2.3950666727350565;175500.0;70;225398.6948051948;252778.02649006623;1;2;197418.125;190057.55539568345;25654.0;1;1;1
390000;11245.338598886203;390000.0;193;262086.6534090909;252778.02649006623;2;7;327772.18343195267;190057.55539568345;32596.0;1;0;1
59600;1.749692651889314;254159.8992248062;59;230998.28666666665;252778.02649006623;1;3;111267.36956521739;190057.55539568345;19.537;1;0;0
153000;4.49978792687003;153000.0;98;230998.28666666665;252778.02649006623;2;3;157271.42857142858;190057.55539568345;20471.0;1;1;1
66900;1.1222866956954238;254159.8992248062;56;230998.28666666665;252778.02649006623;1;3;114894.54545454546;190057.55539568345;17745.0;0;0;0
55000;0.9307406512797576;55000.0;83;225398.6948051948;252778.02649006623;1;3;191365.7;190057.55539568345;24683.0;0;0;0
750000;1.9073094106016424;254159.8992248062;200;291211.22388059704;252778.02649006623;4;6;265455.0;334480.57597816194;13853.0;1;0;0
156000;1.5585429869313867;254159.8992248062;68;291211.22388059704;252778.02649006623;1;2;197418.125;190057.55539568345;25654.0;1;0;0
182000;3.0737485106451934;282350.0;72;225398.6948051948;252778.02649006623;2;2;227430.84246575343;190057.55539568345;24575.0;1;1;1
